date,PET.MCRIMXX2.M,STEO.COPC_OPEC.M,STEO.COPRPUS.M,STEO.COPS_OPEC.M,STEO.CORIPUS.M,STEO.PAPR_NONOPEC.M,STEO.PAPR_OPEC.M,STEO.PASC_OECD_T3.M,STEO.PATC_NON_OECD.M,STEO.PATC_OECD.M,STEO.T3_STCHANGE_NOECD.M,STEO.T3_STCHANGE_OOECD.M,CPIENGSL,CAPG211S,CAPUTLG211S,IPG211S,IPG211111CN,INDPRO,IPN213111N,PCU211211,WTISPLC,GPR,SP500_returns,OECD.GDP.GROWTH,Non-OECD.GDP.GROWTH,exchange_rate,oil_price_return
2021-06-01,933.0,30.44,11.393758,5.485,16.190233,65.185973814,30.2153,2871.436983,52.724496484,45.40581899,0.59286092718,1.1767,234.339,130.6675,95.462,124.7377,165.4243,99.6483,90.5519,180.5,71.38,74.12712097167969,0.0222140095658347,5.92118433083402,4.3264986817543,1.2047090909091,0.09528924351695545
2021-07-01,920.0,30.38,11.416298,4.77,15.851839,66.159795067,30.8981,2842.552736,52.340489821,45.462479972,-0.1867396931,0.827,238.07,130.5533,96.0746,125.4286,165.4243,100.0668,94.2213,200.198,72.49,58.42076873779297,0.0227480548283887,5.92118433083402,4.3264986817543,1.1821818181818,0.015550574390585492
2021-08-01,827.0,30.14,11.314077,4.505,15.726,65.542736052,30.9295,2810.130723,52.015329168,45.528653963,0.025875691936,0.1454516129,242.276,130.5068,95.2961,124.3678,165.4243,100.0412,94.3793,200.824,67.73,89.4865493774414,0.0289904162554386,5.92118433083402,4.3264986817543,1.1771818181818,-0.06566422954890316
2021-09-01,860.0,30.24,10.957162,4.275,15.231667,65.501896555,31.2632,2758.185679,52.629498455,45.89036665,-0.094532916226,1.7560333333,244.994,130.5344,92.8961,121.2614,165.4243,98.9955,91.0743,219.383,71.65,80.69696807861328,-0.047569168801901,5.92118433083402,4.3264986817543,1.1770318181818,0.05787686401889869
2021-10-01,827.0,30.255,11.636974,3.97,15.045355,66.539063141,31.589,2751.820918,51.541614309,46.163935745,-0.85756989304,0.27070967742,253.846,130.6386,96.6759,126.296,165.4243,100.3542,96.6048,261.589,81.48,79.02923583984375,0.0691438364006065,5.92118433083402,4.3264986817543,1.1601476190476,0.13719469644103266
2021-11-01,921.0,30.26,11.867466,3.625,15.683967,67.03380415,31.8369,2730.959879,52.246428498,46.574490676,-1.0511196087,0.054733333333,262.529,130.8235,97.5015,127.5548,165.4243,101.2684,98.857,265.015,79.15,86.56914520263672,-0.0083337061847461,5.92118433083402,4.3264986817543,1.1414045454545,-0.02859597447226314
2021-12-01,906.0,30.27,11.752307,3.57,15.756903,66.295859031,32.0191,2641.53643,52.80697355,47.444969846,-1.1987720544,1.7512258065,267.042,131.0858,97.4004,127.6781,165.4243,101.1948,99.8211,229.298,71.71,105.34542083740234,0.0436129134620648,5.92118433083402,4.3264986817543,1.1303782608696,-0.09399873657612146
2022-01-01,996.0,30.07,11.442453,3.37,15.467677,66.068637215,32.2114,2645.44685,52.609332957,44.343738114,-1.3738880796,-0.40064516129,267.529,131.4245,96.2429,126.4868,165.4243,101.2146,102.0942,239.179,83.22,138.67498779296875,-0.0525851650273938,3.0327592402281,3.96351551245886,1.1314476190476,0.16050760005578035
2022-02-01,946.0,30.3,11.467151,2.905,15.397286,66.406846041,32.8024,2618.243228,53.692659605,46.49053487,-0.33493092385,0.096964285714,275.479,131.8421,94.2154,124.2155,165.4243,101.8458,104.0953,284.556,91.64,216.1590118408203,-0.0313604919459082,3.0327592402281,3.96351551245886,1.13419,0.10117760153809185
2022-03-01,862.0,30.13,11.875298,3.075,15.846807,67.281312562,32.4393,2604.058099,52.93002922,46.046755311,-1.6146709025,0.090612903226,301.162,132.3334,97.4009,128.8939,165.4243,102.6732,105.4073,275.256,108.5,318.9549255371094,0.0357732883715462,3.0327592402281,3.96351551245886,1.1018956521739,0.18398079441292015
2022-04-01,891.0,30.0,11.812171,2.62,15.6483,66.231346128,32.689,2654.124189,53.274078759,44.397842271,-0.186055432,-1.6824666667,298.07,132.8919,97.3551,129.377,165.4243,102.9024,107.8925,295.846,101.78,191.14309692382807,-0.087956711804343,3.0327592402281,3.96351551245886,1.0818736842105,-0.0619354838709677
2022-05-01,915.0,29.62,11.74168,2.6854,16.238774,66.66034261,32.2358,2665.691406,54.084671139,44.809108631,-0.42783971101,0.21803225806,309.968,133.5158,97.1489,129.7091,165.4243,102.9659,112.0101,339.024,109.55,142.25848388671875,5.317770464463578e-05,3.0327592402281,3.96351551245886,1.05785,0.0763411279229711
2022-06-01,1155.0,29.55,11.912833,2.45,16.571,66.981006796,32.4233,2653.854603,54.704801766,45.989882781,-0.097015682233,0.66966666667,331.738,134.2009,97.2947,130.5703,165.4243,102.8224,113.5282,374.936,114.84,130.7073211669922,-0.0839199999338268,3.0327592402281,3.96351551245886,1.0565818181818,0.04828845276129634
2022-07-01,1141.0,29.36,11.991593,1.99,16.358,67.959834164,32.7183,2713.112088,54.340677332,45.577342969,0.33470823401,-0.7854516129,315.749,134.9341,97.7918,131.9544,165.4243,103.0505,115.3336,315.785,101.62,117.17676544189452,0.09111639173021,3.0327592402281,3.96351551245886,1.0178904761905,-0.11511668408220133
2022-08-01,934.0,29.89,12.122529,1.54,16.427677,67.548659631,33.705,2714.89658,54.085689247,46.436784377,-1.4139120723,-0.14293548387,299.73,135.708,97.5474,132.3796,165.4243,103.1703,116.6146,350.329,93.67,132.86322021484375,-0.0424401282729983,3.0327592402281,3.96351551245886,1.0128434782609,-0.07823263137177727
2022-09-01,862.0,29.97,12.438626,1.47,16.1412,67.917838702,33.8218,2739.504108,54.753339945,46.020044648,-1.1014698425,-0.724,293.505,136.513,98.8092,134.8874,165.4243,103.5326,115.8895,322.595,84.26,131.98587036132812,-0.0933956720132743,3.0327592402281,3.96351551245886,0.9903772727273,-0.10045905839649827
2022-10-01,928.0,30.125,12.431267,2.04,15.775807,68.389798352,33.3977,2761.414746,53.641727095,44.864295132,-3.1496490929,-0.22438709677,298.751,137.3425,98.1111,134.7483,165.4243,103.4442,116.7135,259.278,87.55,143.16241455078125,0.0798634138370089,3.0327592402281,3.96351551245886,0.9825666666667,0.03904581058628054
2022-11-01,1055.0,30.05,12.466752,2.39,16.450467,68.922144427,33.0367,2783.050977,54.208417868,45.886491684,-1.4810605085,-0.84576666667,296.809,138.1893,97.0232,134.0757,165.4243,103.1058,120.3516,241.82,84.37,116.7162857055664,0.0537528933524931,3.0327592402281,3.96351551245886,1.0201272727273,-0.036322101656196426
2022-12-01,1060.0,30.15,12.17512,2.44,15.376936,67.342027182,33.1066,2770.747063,54.839207878,45.871527503,-0.66346967144,0.26190322581,285.709,139.0417,94.3509,131.187,165.4243,101.8266,121.5775,255.693,76.44,111.19593811035156,-0.0589714740747304,3.0327592402281,3.96351551245886,1.058880952381,-0.09399075500770426
2023-01-01,995.0,30.345,12.61058,3.23,15.086548,68.61003276,32.553,2817.731865,54.397140728,43.925398319,-1.339403326,-0.50912903226,290.504,139.8938,98.1859,137.3561,165.4243,102.7476,121.8433,238.29,78.12,104.2670440673828,0.0617528578346791,1.82098706342816,2.79926945385927,1.0769,0.021978021978022122
2023-02-01,1017.0,30.45,12.590515,3.05,15.125607,68.934318746,32.7544,2802.16239,55.798546421,46.116625226,-0.32959977742,1.0172142857,289.216,140.7382,97.2359,136.8481,165.4243,102.8003,121.4182,212.083,76.83,120.99437713623048,-0.0261124939318185,1.82098706342816,2.79926945385927,1.07151,-0.01651305683563753
2023-03-01,1121.0,30.5776,12.815473,2.9626,15.512516,69.002164325,32.9384,2748.398547,55.593114791,45.808556244,-2.2862430646,0.54938709677,281.399,141.5698,97.6744,138.2775,165.4243,102.8143,122.2779,187.059,73.28,105.37997436523438,0.0350516125771089,1.82098706342816,2.79926945385927,1.0705826086957,-0.0462059091500715
2023-04-01,1130.0,30.065,12.680328,2.475,15.839833,68.813869815,32.8595,2811.335485,55.973295435,44.475405079,0.62482863201,-1.5776,283.473,142.3801,97.3424,138.5962,165.4243,103.2241,125.0136,192.927,79.45,106.80965423583984,0.014642341662481,1.82098706342816,2.79926945385927,1.0967722222222,0.08419759825327522
2023-05-01,1011.0,30.356,12.729638,3.371,16.215032,68.914664832,32.1876,2804.076517,56.428718736,45.621385724,0.41184066025,0.70064516129,275.071,143.1658,97.297,139.2959,165.4243,102.9809,123.3688,174.712,71.58,108.46768188476562,0.0024823473681929,1.82098706342816,2.79926945385927,1.08675,-0.09905601006922593
2023-06-01,1040.0,30.357,12.865575,3.222,16.406133,69.75666091,32.4109,2781.014135,56.966295228,46.478534975,0.26825655984,0.86983333333,276.411,143.9218,98.1912,141.3186,165.4243,102.3809,117.9285,168.741,70.25,110.52894592285156,0.0647274649042346,1.82098706342816,2.79926945385927,1.0839863636364,-0.018580609108689528
2023-07-01,1045.0,30.38,12.935294,4.09,16.627968,70.08090143,31.5879,2808.605571,56.538329277,45.69608728,1.4652098364,-0.66890322581,276.352,144.6336,98.1905,142.0164,165.4243,103.0722,115.9193,189.536,76.07,107.44878387451172,0.0311389323550108,1.82098706342816,2.79926945385927,1.1058142857143,0.08284697508896777
2023-08-01,1199.0,30.637,13.047376,4.552,16.689484,70.074752087,31.4035,2812.773825,56.186520019,46.321846691,1.2573486228,-0.50135483871,288.392,145.2986,98.3584,142.9134,165.4243,103.0951,111.808,201.647,81.39,101.14118194580078,-0.017716390070854,1.82098706342816,2.79926945385927,1.0908869565217,0.06993558564480096
2023-09-01,1179.0,30.795,13.176662,4.05,16.2393,70.442447764,32.0284,2816.419711,56.840848518,45.728690253,0.25168720695,0.6741,291.71,145.915,98.9762,144.4211,165.4243,103.3081,110.7731,217.752,89.43,98.6348114013672,-0.0487193674656248,1.82098706342816,2.79926945385927,1.068380952381,0.09878363435311477
2023-10-01,948.0,30.864,13.148883,4.219,15.356903,70.652744205,31.9144,2781.262242,55.704216539,46.065622294,-1.9314172755,0.52787096774,285.488,146.4839,98.11,143.7154,165.4243,102.5781,111.0445,211.124,85.64,197.8870086669922,-0.0219796887379829,1.82098706342816,2.79926945385927,1.0562545454545,-0.042379514704238064
2023-11-01,839.0,31.009,13.281094,4.349,15.937167,71.370741876,31.9935,2775.453361,56.473001672,46.18515425,-0.87848198817,0.20533333333,281.042,147.0047,97.843,143.8338,165.4243,102.8868,109.5611,198.434,77.69,156.69613647460938,0.0891792687819701,1.82098706342816,2.79926945385927,1.0808227272727,-0.09283045305931814
2023-12-01,861.0,31.158,13.307958,4.568,16.501839,71.432773069,32.0008,2766.471467,57.080604253,45.781899119,-0.77135660027,-0.11561290323,280.443,147.4789,97.5887,143.9227,165.4243,102.6309,109.9743,183.41,71.9,142.2794647216797,0.0442292311563601,1.82098706342816,2.79926945385927,1.0903052631579,-0.0745269661475092
2024-01-01,860.0,31.028,12.553566,4.568,15.399387,69.06118118,31.9722,2765.879059,56.434685399,44.427607,-0.082811619873,-0.55212903226,277.897,147.9092,93.255,137.9326,165.4243,101.483,109.2214,195.908,74.15,159.7471923828125,0.0158957075989916,1.82098706342816,2.79926945385927,1.0905136363636,0.03129346314325443
2024-02-01,800.0,31.156,13.10208,4.401,14.881862,70.058692569,32.1808,2765.573204,57.839862112,45.233562,0.92493654322,-0.40386206897,284.175,148.3009,97.1795,144.118,165.4243,102.7267,109.5304,192.473,77.25,146.50233459472656,0.0517206406237231,1.82098706342816,2.79926945385927,1.0794714285714,0.04180714767363436
2024-03-01,1029.0,31.302,13.170783,4.217,15.864613,70.476655946,32.483,2757.33281,57.090458187,44.80865,-1.2303669196,0.54190322581,287.399,148.6578,96.3361,143.2111,165.4243,102.5186,110.4254,182.54,81.28,133.0169219970703,0.0310187799153429,1.82098706342816,2.79926945385927,1.08722,0.05216828478964408
2024-04-01,1098.0,31.255,13.248629,4.185,15.881767,70.400461892,32.3863,2823.88928,56.827359545,45.200949,1.559528987,-1.2914666667,290.631,148.9831,97.4053,145.1175,165.4243,102.3568,107.4412,194.725,85.35,163.73634338378906,-0.0416150717378986,1.82098706342816,2.79926945385927,1.0727761904762,0.050073818897637734
2024-05-01,1131.0,31.335,13.201128,4.425,16.718484,70.220488727,32.2166,2834.965854,57.19904774,45.786618,1.0107245613,0.11480645161,284.742,149.287,97.2175,145.1331,165.4243,102.9797,105.2789,186.309,80.02,130.41018676757812,0.0480211901511991,1.82098706342816,2.79926945385927,1.0812227272727,-0.062448740480374965
2024-06-01,1031.0,31.314,13.239855,4.824,16.814867,70.605467067,31.8106,2833.917092,57.633097031,45.669457,0.94836156349,0.26366666667,278.938,149.577,97.2867,145.5185,165.4243,103.2534,103.6925,192.53,79.77,112.53711700439452,0.0346698012830832,1.82098706342816,2.79926945385927,1.0759,-0.0031242189452637126
2024-07-01,1159.0,31.395,13.191927,4.435,16.56829,70.342808968,32.3,2815.187023,57.080709962,46.245431,0.15529750942,0.80112903226,279.012,149.8578,97.107,145.5225,165.4243,102.5192,103.2143,197.953,81.8,91.88076782226562,0.0113213168878687,1.82098706342816,2.79926945385927,1.0844086956522,0.025448163469976137
2024-08-01,1013.0,31.265,13.363545,4.415,16.83871,70.688921494,32.2097,2833.201866,56.319907891,46.340969,0.47960517126,-0.9,276.826,150.1376,97.6438,146.6001,165.4243,103.0135,101.7666,183.85,76.68,140.2975311279297,0.0228347069366303,1.82098706342816,2.79926945385927,1.1012181818182,-0.0625916870415647
2024-09-01,1011.0,30.883,13.1979,4.713,16.200567,70.445608016,31.839442957,2798.594304,57.087643481,45.840065,-0.40179455922,0.94496666667,271.703,150.4217,96.1173,144.5813,165.4243,102.5969,102.1341,165.387,70.24,130.1588134765625,0.0201968840906012,1.82098706342816,2.79926945385927,1.1106,-0.08398539384454895
2024-10-01,1030.0,31.315,13.456725,4.665,16.120161,70.793593812,32.318268663,2790.3941852,55.972472112,46.468959946,-0.79662779755,-0.36234761974,271.646,150.7141,97.315,146.6675,165.4243,102.0854,101.0579,179.017,71.99,130.66079711914062,-0.0098967433031517,1.82098706342816,2.79926945385927,1.0904347826087,0.02491457858769941
2024-11-01,994.2,31.431,13.327506912,4.756,16.497066667,70.717137694,32.342547812,2777.8594279,57.151192652,45.95748499,-0.2089712043,-0.093122428359,272.191,151.0177,96.32,145.4603,165.4243,102.2549,99.1196,173.515,69.95,128.16680908203125,0.0573012954820988,1.82098706342816,2.79926945385927,1.0630142857143,-0.028337269065147774
2024-12-01,877.8,31.661,13.510966525,4.901,16.767516129,70.826098428,32.426172204,2766.1298581,58.213118364,46.441112805,1.0817532176,0.48340129155,279.347,151.3324,97.4546,147.4804,165.4243,103.1942,100.1509,191.753,70.12,136.16561889648438,-0.0249901370484836,1.82098706342816,2.79926945385927,1.047875,0.0024303073624016847
